,ID_PRET,SEXE,AGE,OCCUPATION,SOURCE_REVENU,REVENU_TOTAL,VOITURE,IMMOBILIER,DETTE_TOTALE
660595,256192,M,37,Managers,Working,225000.0,N,Y,637380.0
660749,256237,M,49,Core staff,State servant,225000.0,Y,N,0.0
661355,256391,F,62,Not applicable / Not specified,Pensioner,292500.0,N,N,624604.5
661525,256430,M,27,Laborers,Working,247500.0,Y,N,1971418.545
661713,256470,F,54,Accountants,State servant,189000.0,N,Y,1656166.5
661893,256512,F,26,Not applicable / Not specified,Commercial associate,135000.0,N,Y,0.0
662191,256591,F,51,Not applicable / Not specified,Working,135000.0,Y,Y,0.0
662670,256696,F,59,Not applicable / Not specified,Pensioner,108000.0,N,Y,489640.5
664149,257039,F,43,Not applicable / Not specified,Commercial associate,450000.0,N,Y,10400656.5
664734,257184,F,48,Not applicable / Not specified,Commercial associate,126000.0,N,Y,0.0
665012,257259,F,61,Not applicable / Not specified,Pensioner,225000.0,N,Y,690088.5
665015,257261,F,58,Accountants,Working,270000.0,Y,Y,123034.5
665059,257275,M,50,Managers,Commercial associate,270000.0,Y,Y,1623514.5
665394,257350,F,38,Sales staff,Commercial associate,148500.0,N,Y,89343.0
666160,257552,F,61,Not applicable / Not specified,Pensioner,90000.0,Y,N,225067.5
667486,257841,F,32,Laborers,Working,67500.0,N,N,0.0
668609,258129,F,48,Security staff,Working,90000.0,N,Y,269016.39
668650,258135,F,32,Cooking staff,Commercial associate,157500.0,N,N,885748.5
668928,258195,F,40,Accountants,Working,180000.0,Y,Y,63432.0
669432,258313,F,25,Not applicable / Not specified,Commercial associate,135000.0,Y,Y,55530.0
670068,258439,F,42,Sales staff,Working,76500.0,Y,Y,67401.0
670523,258528,F,37,Managers,Commercial associate,675000.0,N,Y,0.0
671520,258758,F,36,Laborers,Working,157500.0,Y,N,790708.5
671802,258819,F,28,Sales staff,Working,202500.0,Y,Y,0.0
672535,259008,F,65,Not applicable / Not specified,Pensioner,103500.0,N,Y,82687.5
672761,259061,M,23,Laborers,Working,135000.0,N,N,55797.795
672764,259065,F,30,Laborers,Working,78750.0,N,N,375210.0
674141,259387,M,43,Laborers,Working,225000.0,N,N,732433.5
674333,259435,F,40,Medicine staff,Working,405000.0,N,Y,0.0
674631,259508,F,37,Laborers,Working,135000.0,N,N,425326.5
674791,259546,M,27,High skill tech staff,Working,157500.0,Y,N,0.0
676938,260035,F,61,Not applicable / Not specified,Pensioner,126000.0,N,Y,0.0
677063,260068,F,63,Not applicable / Not specified,Pensioner,90000.0,N,N,0.0
677097,260076,M,27,Managers,Working,180000.0,Y,N,23823.0
677437,260179,M,35,Low-skill Laborers,Commercial associate,90000.0,N,N,95112.0
677510,260191,F,61,Not applicable / Not specified,Pensioner,99000.0,N,Y,465813.0
677570,260205,F,39,Private service staff,Commercial associate,270000.0,N,Y,1614987.0
678606,260437,F,56,Not applicable / Not specified,Working,90000.0,N,Y,480415.5
679146,260564,F,45,Not applicable / Not specified,Working,270000.0,N,N,234967.5
679316,260605,F,47,Laborers,Commercial associate,180000.0,N,Y,421722.0
679686,260683,F,48,Core staff,Working,202500.0,N,Y,433500.48
679717,260690,F,39,Sales staff,Commercial associate,202500.0,N,Y,210352.5
679747,260698,F,67,Not applicable / Not specified,Pensioner,112500.0,N,Y,174228.165
680699,260924,F,58,Not applicable / Not specified,State servant,202500.0,N,Y,0.0
681053,261019,F,59,Not applicable / Not specified,Pensioner,108000.0,N,Y,24223.5
681632,261169,F,63,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
681667,261178,F,53,Accountants,Working,360000.0,N,Y,154381.5
682314,261320,M,25,Laborers,Working,90000.0,N,Y,0.0
682625,261389,M,45,Laborers,Working,157500.0,Y,N,328936.5
683174,261516,F,46,Sales staff,Working,180000.0,Y,Y,0.0
683398,261562,M,26,Laborers,Working,126000.0,Y,Y,0.0
683994,261711,F,48,Sales staff,Commercial associate,225000.0,N,Y,0.0
684894,261929,F,42,Not applicable / Not specified,Working,157500.0,N,Y,422545.5
685212,262016,F,50,Core staff,State servant,270000.0,N,Y,1305963.0
685417,262077,F,28,Not applicable / Not specified,Commercial associate,90000.0,N,N,0.0
685998,262199,F,44,Laborers,Working,135000.0,N,N,438809.085
686610,262338,F,45,Managers,Working,360000.0,N,Y,2269366.65
687687,262583,M,52,Laborers,Working,270000.0,N,N,0.0
687752,262606,M,55,Security staff,Working,198000.0,N,N,1766070.0
688114,262700,M,26,Laborers,Working,225000.0,N,Y,0.0
689268,262974,M,27,Managers,Working,225000.0,Y,Y,444285.0
689355,262997,M,52,Laborers,Commercial associate,279000.0,Y,N,2536470.0
689807,263104,F,26,Medicine staff,State servant,135000.0,N,Y,0.0
690474,263261,F,45,Not applicable / Not specified,Working,120150.0,N,Y,123088.5
690913,263360,F,39,Accountants,Commercial associate,287752.5,N,Y,0.0
691157,263404,F,34,Not applicable / Not specified,Working,103500.0,N,Y,0.0
692499,263696,F,39,Medicine staff,Working,121500.0,Y,Y,27000.0
692986,263809,M,44,Drivers,Working,135000.0,N,Y,0.0
693106,263839,F,32,Not applicable / Not specified,Commercial associate,180000.0,Y,N,600894.0
693838,264013,F,23,Core staff,Working,455850.0,N,N,8122500.0
694047,264071,F,45,Core staff,Commercial associate,126000.0,N,Y,0.0
694844,264255,M,42,Laborers,Working,270000.0,Y,Y,0.0
695692,264463,F,45,Core staff,Working,157500.0,N,N,0.0
696282,264605,M,47,Security staff,Working,135000.0,N,Y,0.0
697200,264830,F,31,Not applicable / Not specified,Working,112500.0,Y,Y,0.0
697201,264832,M,48,Security staff,Working,202500.0,Y,Y,3150299.565
698336,265076,F,25,Sales staff,Commercial associate,112500.0,N,N,697500.0
699233,265272,M,43,Laborers,Working,202500.0,Y,N,424269.0
699273,265279,M,50,High skill tech staff,Working,225000.0,Y,Y,695551.05
699434,265326,F,56,Not applicable / Not specified,Pensioner,72000.0,N,N,39654.0
700246,265506,F,59,Not applicable / Not specified,Pensioner,225000.0,N,Y,367204.5
700953,265653,F,49,Laborers,Working,112500.0,Y,Y,0.0
701588,265805,M,55,Drivers,Working,157500.0,Y,Y,19818.0
701602,265808,M,60,Security staff,Commercial associate,180000.0,N,N,591975.0
702227,265971,F,28,Laborers,Commercial associate,135000.0,N,Y,158098.5
702707,266093,F,30,Not applicable / Not specified,Working,157500.0,Y,Y,124821.0
702899,266150,M,43,High skill tech staff,Working,90000.0,Y,Y,0.0
703191,266228,F,32,Core staff,Commercial associate,112500.0,Y,Y,0.0
703236,266239,F,31,Core staff,Commercial associate,180000.0,Y,N,124775.775
703297,266255,F,62,Not applicable / Not specified,Working,72000.0,N,Y,0.0
703742,266372,F,48,Sales staff,Working,135000.0,Y,N,668331.0
704414,266532,F,32,Medicine staff,State servant,202500.0,N,Y,23850.0
704715,266611,F,60,Not applicable / Not specified,Pensioner,90000.0,N,Y,516559.5
705324,266744,F,42,Sales staff,State servant,144000.0,Y,Y,0.0
705325,266746,F,67,Not applicable / Not specified,Pensioner,157500.0,N,Y,0.0
707251,267217,M,28,Laborers,Working,157500.0,Y,N,247926.375
707995,267407,M,27,Drivers,Working,157500.0,Y,Y,0.0
708012,267409,M,43,Laborers,Working,225000.0,Y,N,1277770.5
708270,267457,F,63,Not applicable / Not specified,Pensioner,225000.0,N,Y,0.0
708495,267520,F,40,Medicine staff,Commercial associate,135000.0,N,Y,279414.0
709020,267650,F,41,High skill tech staff,Working,85500.0,N,Y,510457.5
709930,267870,M,59,Laborers,State servant,72000.0,N,Y,0.0
709981,267875,M,38,Security staff,Working,126000.0,Y,Y,0.0
710155,267926,F,45,Cleaning staff,Commercial associate,67500.0,N,Y,136606.5
710689,268062,F,36,Laborers,Working,90000.0,Y,Y,130009.5
710827,268099,M,29,Drivers,Working,193500.0,N,Y,160875.0
711184,268199,M,25,Sales staff,Working,90000.0,Y,Y,0.0
711500,268275,F,29,Not applicable / Not specified,Working,135000.0,N,N,0.0
711566,268289,F,27,Not applicable / Not specified,Working,121500.0,N,Y,55881.0
712036,268382,F,55,Not applicable / Not specified,Pensioner,58500.0,N,Y,0.0
712371,268456,M,49,Drivers,Working,225000.0,Y,Y,0.0
712958,268583,F,63,Sales staff,Working,135000.0,N,Y,0.0
713220,268641,F,61,Not applicable / Not specified,Pensioner,157500.0,N,N,0.0
713913,268801,F,53,Not applicable / Not specified,Pensioner,135000.0,Y,Y,0.0
715691,269207,M,43,Laborers,Working,157500.0,Y,Y,0.0
716481,269371,F,64,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
717065,269501,M,32,Not applicable / Not specified,Commercial associate,112500.0,Y,N,0.0
717368,269579,F,44,Medicine staff,Working,67500.0,N,Y,438507.0
717455,269599,F,35,Laborers,Working,225000.0,N,Y,0.0
718376,269814,M,35,Drivers,Working,225000.0,Y,Y,3244446.0
718587,269855,F,28,Core staff,Working,112500.0,Y,N,318802.5
719155,269984,M,56,Not applicable / Not specified,Pensioner,180000.0,Y,Y,1269468.0
719636,270106,F,40,Cooking staff,Working,144000.0,N,Y,191277.0
720732,270345,M,36,Core staff,Working,157500.0,Y,N,0.0
721007,270408,M,40,Drivers,Working,157500.0,N,N,332874.0
721398,270506,F,60,Cleaning staff,State servant,76500.0,N,Y,0.0
722030,270678,F,29,Core staff,Working,126000.0,N,N,128925.0
722425,270768,F,53,Core staff,Working,225000.0,N,Y,1329259.5
722675,270825,F,53,Laborers,Working,135000.0,N,Y,339556.5
722973,270892,F,41,Sales staff,Working,135000.0,N,N,385254.0
723122,270923,M,52,Core staff,Working,247500.0,Y,Y,202500.0
724720,271285,F,58,Not applicable / Not specified,Pensioner,67500.0,N,N,678924.0
724762,271297,F,23,Sales staff,Working,112500.0,N,Y,0.0
724767,271299,M,49,Laborers,Working,108000.0,Y,Y,141763.5
724990,271347,F,60,Not applicable / Not specified,Pensioner,90000.0,N,Y,183708.0
725293,271410,F,25,Core staff,Commercial associate,157500.0,N,Y,0.0
725452,271445,F,51,Accountants,Commercial associate,225000.0,N,N,0.0
725606,271474,F,38,Core staff,State servant,157500.0,N,Y,1191238.965
725697,271493,M,44,Security staff,Working,135000.0,Y,N,0.0
725973,271551,F,46,Sales staff,Commercial associate,76500.0,N,Y,587623.5
726581,271713,F,44,Core staff,Working,270000.0,Y,Y,160195.5
727688,271978,F,61,Not applicable / Not specified,Pensioner,112500.0,N,Y,439173.72
728718,272242,M,27,Sales staff,Working,247500.0,N,Y,2100028.5
729888,272509,F,43,Sales staff,Working,135000.0,N,Y,25096.5
730330,272611,F,60,Not applicable / Not specified,Pensioner,90000.0,N,Y,576495.0
730385,272621,F,56,Medicine staff,Working,112500.0,N,Y,66244.5
730884,272749,M,27,Not applicable / Not specified,Commercial associate,315000.0,N,N,0.0
731048,272791,F,58,Not applicable / Not specified,Pensioner,63000.0,N,Y,179253.0
731090,272797,M,38,Laborers,Commercial associate,382500.0,Y,Y,530782.695
731218,272824,F,32,Laborers,Working,135000.0,N,N,0.0
731595,272916,F,61,Not applicable / Not specified,Pensioner,171000.0,N,Y,430672.5
731941,272985,M,56,Drivers,Working,198000.0,Y,N,165793.5
731944,272986,F,66,Not applicable / Not specified,Pensioner,202500.0,N,Y,0.0
731990,272995,F,46,Not applicable / Not specified,Commercial associate,114421.5,N,Y,949063.5
732327,273061,M,27,Laborers,Working,135000.0,Y,Y,0.0
732351,273067,M,53,Not applicable / Not specified,Pensioner,193500.0,N,Y,0.0
734123,273491,M,26,Laborers,Working,193500.0,N,N,624541.5
734169,273497,F,38,Accountants,Commercial associate,135000.0,Y,N,1631503.575
735237,273746,F,28,Laborers,Working,135000.0,N,N,216297.0
736128,273949,F,44,Managers,Working,180000.0,Y,Y,13045.5
736352,274005,F,59,Not applicable / Not specified,Pensioner,495000.0,N,Y,532674.0
737967,274403,F,55,Accountants,Working,225000.0,N,Y,0.0
738792,274601,F,36,Laborers,Working,135000.0,N,Y,214902.0
738900,274622,F,24,Core staff,Commercial associate,292500.0,N,Y,0.0
739269,274700,F,48,Medicine staff,Working,135000.0,N,Y,0.0
739570,274765,M,44,Managers,Commercial associate,301500.0,Y,Y,0.0
739691,274785,F,59,Not applicable / Not specified,Pensioner,123750.0,N,Y,485662.5
739730,274790,F,33,Sales staff,Commercial associate,184500.0,Y,N,444046.5
740544,274982,M,49,Laborers,Working,112500.0,Y,N,0.0
740815,275039,F,48,Laborers,Working,229500.0,N,Y,269257.5
741359,275159,F,45,High skill tech staff,Working,180000.0,Y,N,1259041.5
741464,275184,F,56,Not applicable / Not specified,Pensioner,40500.0,N,Y,136710.0
741944,275282,F,50,Laborers,Commercial associate,202500.0,N,N,0.0
742406,275389,M,32,Laborers,Working,108000.0,N,Y,289161.0
744143,275777,F,64,Not applicable / Not specified,Pensioner,157500.0,N,N,0.0
744194,275787,F,41,Core staff,Working,225000.0,Y,N,246510.0
744760,275928,F,55,Not applicable / Not specified,Pensioner,67500.0,N,Y,6582231.0
745579,276127,F,30,Sales staff,Commercial associate,175500.0,N,Y,142060.5
746487,276311,M,25,High skill tech staff,Working,90000.0,Y,Y,325665.27
746602,276350,F,28,Sales staff,Working,135000.0,N,Y,0.0
746908,276429,F,41,Not applicable / Not specified,State servant,180000.0,N,Y,16614.0
746940,276438,F,32,Core staff,Commercial associate,247500.0,N,N,0.0
747252,276524,F,37,Cooking staff,Commercial associate,112500.0,N,N,0.0
747276,276530,F,37,Accountants,Commercial associate,315000.0,Y,N,0.0
747799,276634,F,37,Sales staff,Working,58500.0,N,N,58054.5
748112,276711,F,61,Accountants,Working,90000.0,Y,Y,19291.5
748893,276907,M,47,Drivers,Working,225000.0,Y,N,0.0
749046,276938,M,37,Laborers,Working,157500.0,Y,Y,4345204.5
749306,276998,M,45,Laborers,Working,180000.0,Y,Y,838314.0
749389,277014,F,54,High skill tech staff,Commercial associate,180000.0,N,Y,324337.5
749394,277016,F,40,Laborers,Commercial associate,90000.0,N,Y,0.0
750111,277205,F,53,HR staff,Commercial associate,216000.0,N,N,0.0
750934,277430,F,47,Not applicable / Not specified,Commercial associate,202500.0,N,Y,213574.5
751169,277491,F,41,Drivers,Working,112500.0,Y,N,0.0
752086,277714,F,30,Waiters/barmen staff,Working,112500.0,N,N,148986.0
753193,277962,F,48,Core staff,Working,135000.0,Y,Y,893988.0
754139,278195,F,28,Sales staff,Commercial associate,112500.0,N,Y,66240.0
754263,278218,F,53,Drivers,Commercial associate,225000.0,N,N,1601851.5
754405,278254,F,28,Sales staff,Commercial associate,90000.0,N,Y,0.0
755727,278554,F,54,Sales staff,Working,135000.0,Y,Y,261000.0
755769,278566,M,29,Not applicable / Not specified,Commercial associate,157500.0,N,Y,0.0
755934,278594,M,48,Managers,Commercial associate,405000.0,Y,N,137437.38
756514,278713,F,46,Accountants,Commercial associate,315000.0,N,Y,358456.5
756587,278732,F,42,High skill tech staff,State servant,103500.0,N,N,796337.82
757310,278887,F,28,Managers,Commercial associate,225000.0,Y,N,0.0
758961,279303,F,36,Not applicable / Not specified,Commercial associate,157500.0,Y,N,1428849.0
759157,279344,F,46,Medicine staff,Working,157500.0,N,N,226588.5
762876,280207,M,30,Not applicable / Not specified,Working,135000.0,Y,Y,1020753.0
763605,280373,M,59,Laborers,Working,166500.0,Y,Y,0.0
763859,280433,F,55,Not applicable / Not specified,Pensioner,270000.0,N,Y,85360.5
764610,280602,M,31,Laborers,Working,171000.0,N,Y,0.0
765466,280813,M,56,Not applicable / Not specified,Working,72000.0,Y,N,0.0
766617,281093,F,55,Not applicable / Not specified,Pensioner,60750.0,N,Y,0.0
767854,281374,F,49,Accountants,Working,202500.0,Y,Y,600426.0
768180,281441,F,43,Managers,Working,202500.0,N,Y,0.0
768638,281543,F,40,Waiters/barmen staff,Commercial associate,202500.0,N,Y,109962.0
769911,281834,M,40,Laborers,Commercial associate,112500.0,N,Y,388660.5
772214,282392,M,38,High skill tech staff,Working,225000.0,Y,N,1267992.0
772858,282532,F,60,Not applicable / Not specified,Pensioner,126000.0,Y,Y,586611.0
773057,282580,M,45,Not applicable / Not specified,Working,112500.0,N,Y,22563.0
774559,282926,F,57,Not applicable / Not specified,Pensioner,40500.0,N,N,90405.0
775378,283129,F,31,Core staff,Working,112500.0,N,N,164578.86
775497,283160,M,51,Core staff,Working,157500.0,Y,Y,1803604.5
776641,283442,M,56,Cleaning staff,Working,103500.0,N,Y,0.0
777190,283584,F,67,Not applicable / Not specified,Pensioner,112500.0,N,Y,56524.5
777669,283692,M,60,Not applicable / Not specified,Working,270000.0,Y,Y,281223.0
777963,283771,F,40,High skill tech staff,Working,202500.0,N,N,83349.0
778651,283936,F,66,Not applicable / Not specified,Pensioner,157500.0,N,Y,45580.5
778918,284014,F,26,Laborers,Commercial associate,157500.0,N,Y,434151.0
779243,284094,F,60,Not applicable / Not specified,Pensioner,112500.0,N,Y,0.0
779956,284260,F,53,Core staff,Working,166500.0,N,N,390145.5
780031,284274,F,31,Not applicable / Not specified,Working,202500.0,Y,Y,2030117.13
780700,284438,F,64,Not applicable / Not specified,Pensioner,81000.0,N,N,0.0
780997,284508,F,24,Sales staff,Working,112500.0,N,Y,60075.0
781010,284514,F,30,Laborers,Commercial associate,135000.0,N,Y,0.0
782786,284931,M,45,Laborers,Working,171000.0,N,N,196348.5
783974,285210,F,30,Not applicable / Not specified,State servant,202500.0,N,Y,0.0
783995,285217,M,41,Laborers,Working,67500.0,N,Y,0.0
784839,285414,M,39,Laborers,Commercial associate,121500.0,N,N,0.0
784994,285445,F,51,Core staff,Commercial associate,256500.0,Y,Y,0.0
786863,285872,M,27,Not applicable / Not specified,Working,157500.0,Y,N,340942.5
786896,285885,F,42,Accountants,Working,337500.0,N,N,847732.5
787042,285905,M,49,Laborers,Commercial associate,247500.0,N,Y,0.0
787155,285937,F,36,Laborers,Working,135000.0,N,N,741474.0
787670,286037,F,30,Drivers,Working,180000.0,Y,N,0.0
787964,286100,F,34,Private service staff,Working,202500.0,N,Y,5318820.0
788530,286217,F,28,Laborers,Working,112500.0,N,Y,1250077.5
789157,286363,F,41,Accountants,Commercial associate,180000.0,Y,Y,0.0
789492,286455,M,67,Not applicable / Not specified,Pensioner,81000.0,N,Y,0.0
789536,286468,F,52,Accountants,Commercial associate,112500.0,N,N,0.0
789964,286561,F,26,Not applicable / Not specified,Working,225000.0,N,N,209826.0
790630,286729,F,33,Laborers,Working,157500.0,N,Y,319581.0
790965,286810,F,64,Not applicable / Not specified,Pensioner,157500.0,N,Y,130540.5
791075,286833,M,31,Laborers,Working,180000.0,Y,Y,1119605.4
791161,286853,F,37,Secretaries,State servant,90000.0,Y,N,263034.0
792255,287100,F,45,Sales staff,Commercial associate,126000.0,N,Y,169731.0
792445,287134,F,55,Not applicable / Not specified,Pensioner,162000.0,N,Y,215455.5
792658,287181,F,28,Core staff,Commercial associate,157500.0,N,N,44595.855
793237,287330,M,51,Drivers,Working,171000.0,Y,Y,218371.5
793401,287363,F,39,Private service staff,Working,247500.0,Y,Y,0.0
793781,287462,F,30,Managers,Commercial associate,315000.0,N,N,641659.5
794042,287525,F,48,Laborers,Working,279000.0,N,Y,397026.0
794253,287575,F,56,Not applicable / Not specified,Pensioner,184500.0,N,Y,0.0
794944,287736,F,48,Laborers,Commercial associate,135000.0,Y,Y,0.0
795056,287757,M,26,Not applicable / Not specified,Working,405000.0,Y,Y,42401.16
795258,287811,M,33,Drivers,Working,270000.0,Y,Y,367420.5
795449,287863,F,54,Core staff,Working,172800.0,N,N,798048.0
795454,287864,M,27,Drivers,Commercial associate,202500.0,Y,N,0.0
795673,287930,F,61,Cleaning staff,Working,126000.0,N,Y,11727.0
795762,287952,M,37,Laborers,Working,171000.0,Y,Y,0.0
795980,288008,M,54,Laborers,Working,171000.0,N,N,180000.0
796275,288072,M,25,Drivers,Commercial associate,270000.0,N,Y,2248650.0
796498,288124,F,43,Core staff,Commercial associate,337500.0,Y,Y,0.0
797983,288438,F,60,Core staff,Commercial associate,382500.0,Y,N,2136698.775
798856,288655,F,27,Accountants,Commercial associate,828000.0,Y,Y,6610819.5
798936,288675,F,26,Medicine staff,State servant,157500.0,N,Y,0.0
799693,288845,F,31,Sales staff,Working,225000.0,N,N,404545.5
