,ID_PRET,TYPE_CREDIT,MONTANT_CREDIT,MONTANT_ANNUITE,SCORE_EXT_1,SCORE_EXT_2,SCORE_EXT_3,CODE_REJET,OBJET_PRET,RETARD_PAIEMENT_MAX,RETARD_PAIEMENT_TOTAL,STATUT_PRET
78249,190719,Cash loans,220500.0,10723.5,0.0,0.5,0.6,XAP,XAP,0.0,0.0,X
78339,190815,Cash loans,1006920.0,42790.5,0.43,0.39,0.48,XAP,XNA,0.0,0.0,C
78416,190907,Cash loans,229500.0,12577.5,0.0,0.69,0.53,HC,XAP,0.0,0.0,X
78433,190932,Revolving loans,247500.0,12375.0,0.0,0.56,0.6,XAP,XAP,0.0,0.0,Not applicable / Not specified
78618,191132,Revolving loans,202500.0,10125.0,0.19,0.43,0.5,XAP,XNA,0.0,0.0,Not applicable / Not specified
78788,191337,Revolving loans,135000.0,6750.0,0.0,0.36,0.0,XAP,XAP,0.0,0.0,0
78868,191424,Cash loans,472500.0,12591.0,0.68,0.44,0.42,XAP,XAP,0.0,0.0,C
78985,191558,Cash loans,518562.0,22972.5,0.74,0.71,0.0,XAP,XAP,0.0,0.0,0
78990,191564,Cash loans,450000.0,22018.5,0.0,0.34,0.56,XAP,XNA,0.0,0.0,Not applicable / Not specified
79081,191667,Cash loans,497520.0,46170.0,0.39,0.72,0.0,XAP,XAP,0.0,0.0,X
79181,191786,Revolving loans,202500.0,10125.0,0.0,0.74,0.47,XAP,XAP,0.0,0.0,Not applicable / Not specified
79194,191801,Cash loans,1125000.0,62950.5,0.0,0.78,0.0,XAP,XNA,0.0,0.0,0
79197,191804,Cash loans,1374480.0,45553.5,0.0,0.79,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
79256,191877,Cash loans,47970.0,5296.5,0.62,0.25,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
79423,192074,Cash loans,555273.0,18040.5,0.57,0.7,0.0,XAP,XAP,0.0,0.0,0
79471,192127,Cash loans,247500.0,24480.0,0.61,0.69,0.7,XAP,XNA,225.0,0.0,Not applicable / Not specified
79508,192168,Cash loans,381528.0,30271.5,0.78,0.5,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
79571,192240,Cash loans,117162.0,11542.5,0.0,0.76,0.76,XAP,XAP,0.0,0.0,C
79587,192257,Cash loans,193572.0,11241.0,0.63,0.67,0.56,HC,XAP,0.0,0.0,Not applicable / Not specified
79654,192336,Cash loans,1078200.0,31653.0,0.0,0.69,0.46,XAP,XAP,15655.32,0.0,C
79691,192377,Cash loans,177903.0,10881.0,0.0,0.6,0.63,SCO,XNA,0.0,0.0,Not applicable / Not specified
79782,192485,Cash loans,679500.0,19998.0,0.69,0.71,0.57,HC,XNA,0.0,0.0,Not applicable / Not specified
79799,192506,Cash loans,450000.0,20979.0,0.0,0.63,0.4,XAP,XAP,0.0,0.0,0
79853,192569,Cash loans,2013840.0,55507.5,0.0,0.69,0.78,XAP,XAP,0.0,0.0,Not applicable / Not specified
79988,192727,Cash loans,172021.5,18193.5,0.0,0.85,0.61,XAP,XAP,0.0,0.0,0
80338,193138,Cash loans,1256400.0,36733.5,0.34,0.57,0.55,XAP,XNA,0.0,0.0,Not applicable / Not specified
80648,193500,Cash loans,445086.0,22855.5,0.59,0.34,0.07,XAP,XNA,0.0,0.0,0
80974,193881,Cash loans,1132573.5,37561.5,0.0,0.46,0.71,XAP,XNA,-1.0,0.0,C
80998,193906,Cash loans,808650.0,31464.0,0.49,0.31,0.15,HC,XNA,0.0,0.0,Not applicable / Not specified
81014,193929,Cash loans,503676.0,27454.5,0.21,0.69,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
81120,194052,Cash loans,269550.0,14242.5,0.38,0.55,0.0,XAP,XAP,0.0,0.0,0
81296,194261,Cash loans,703584.0,22693.5,0.0,0.76,0.0,XAP,XNA,0.0,0.0,0
81413,194399,Cash loans,550980.0,43659.0,0.42,0.65,0.2,HC,XNA,0.0,0.0,X
81490,194491,Revolving loans,810000.0,40500.0,0.71,0.53,0.26,XAP,XNA,0.0,0.0,Not applicable / Not specified
81506,194508,Cash loans,450000.0,30204.0,0.0,0.53,0.58,XAP,XAP,0.0,0.0,0
81649,194685,Cash loans,1236816.0,36292.5,0.73,0.53,0.57,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
81741,194787,Cash loans,1042560.0,34587.0,0.0,0.45,0.0,XAP,XNA,0.0,0.0,Not applicable / Not specified
81780,194834,Cash loans,675000.0,21775.5,0.0,0.43,0.0,XAP,XAP,0.0,0.0,0
81819,194882,Cash loans,1125000.0,36292.5,0.0,0.67,0.23,XAP,XAP,0.0,0.0,Not applicable / Not specified
81823,194886,Cash loans,402939.0,24480.0,0.0,0.6,0.4,XAP,XAP,12470.76,0.0,C
81864,194933,Cash loans,509922.0,26032.5,0.67,0.75,0.32,XAP,XAP,0.0,0.0,Not applicable / Not specified
82150,195268,Cash loans,729792.0,24246.0,0.82,0.52,0.21,XAP,XAP,0.0,0.0,Not applicable / Not specified
82384,195545,Cash loans,526491.0,22437.0,0.58,0.74,0.72,XAP,XAP,-1.0,0.0,0
82453,195623,Cash loans,531706.5,27279.0,0.0,0.59,0.25,XAP,XAP,0.0,0.0,0
82610,195806,Cash loans,327024.0,18391.5,0.72,0.58,0.0,0,0,0.0,0.0,0
82641,195844,Cash loans,157500.0,7470.0,0.1,0.46,0.26,XAP,XAP,0.0,0.0,Not applicable / Not specified
82661,195865,Revolving loans,135000.0,6750.0,0.6,0.69,0.0,XAP,XNA,0.0,0.0,0
82737,195961,Cash loans,463284.0,14175.0,0.0,0.67,0.65,XAP,XAP,0.0,0.0,Not applicable / Not specified
82814,196049,Revolving loans,180000.0,9000.0,0.0,0.06,0.78,XAP,XNA,0.0,0.0,Not applicable / Not specified
83105,196389,Cash loans,900000.0,26446.5,0.0,0.66,0.47,XAP,XAP,-1.0,0.0,Not applicable / Not specified
83121,196409,Cash loans,284400.0,22468.5,0.1,0.36,0.21,SCOFR,XNA,0.0,0.0,Not applicable / Not specified
83155,196448,Cash loans,685012.5,26932.5,0.78,0.71,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
83302,196616,Cash loans,284400.0,10849.5,0.0,0.71,0.65,XAP,XAP,0.0,0.0,Not applicable / Not specified
83405,196737,Cash loans,1002870.0,39901.5,0.76,0.52,0.72,XAP,XNA,0.0,0.0,Not applicable / Not specified
83426,196765,Cash loans,90000.0,3393.0,0.0,0.58,0.52,XAP,XNA,0.0,0.0,Not applicable / Not specified
83484,196830,Cash loans,360000.0,18418.5,0.0,0.63,0.75,XAP,XAP,0.0,0.0,C
83683,197054,Cash loans,1006920.0,42790.5,0.87,0.68,0.77,XAP,XNA,-1.0,0.0,Not applicable / Not specified
83806,197199,Cash loans,630747.0,27913.5,0.0,0.56,0.62,XAP,XNA,0.0,0.0,C
83995,197426,Cash loans,1051245.0,33912.0,0.35,0.05,0.0,XAP,XAP,0.0,0.0,0
84023,197458,Cash loans,808650.0,26217.0,0.0,0.68,0.24,LIMIT,Payments on other loans,0.0,0.0,Not applicable / Not specified
84049,197487,Cash loans,318528.0,21415.5,0.27,0.79,0.71,XAP,XAP,0.0,0.0,0
84067,197515,Cash loans,1710000.0,47155.5,0.0,0.71,0.74,XAP,XAP,0.0,0.0,Not applicable / Not specified
84091,197546,Revolving loans,585000.0,29250.0,0.0,0.52,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
84237,197725,Cash loans,675000.0,18562.5,0.46,0.23,0.21,SCO,Repairs,0.0,0.0,Not applicable / Not specified
84386,197895,Cash loans,1350000.0,39474.0,0.77,0.67,0.28,XAP,XAP,-1.0,0.0,Not applicable / Not specified
84401,197913,Cash loans,675000.0,26541.0,0.0,0.03,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
84422,197939,Cash loans,203760.0,21523.5,0.32,0.46,0.07,XAP,XAP,0.0,0.0,X
84582,198129,Revolving loans,270000.0,13500.0,0.0,0.09,0.1,HC,XNA,0.0,0.0,Not applicable / Not specified
84618,198169,Revolving loans,135000.0,6750.0,0.64,0.54,0.0,XAP,XAP,0.0,0.0,0
85234,198892,Cash loans,864000.0,25393.5,0.5,0.66,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
85272,198935,Revolving loans,270000.0,13500.0,0.84,0.52,0.32,XAP,XAP,0.0,0.0,Not applicable / Not specified
85375,199060,Cash loans,346500.0,26946.0,0.5,0.36,0.41,XAP,XNA,0.0,0.0,C
85635,199374,Cash loans,381528.0,24381.0,0.0,0.49,0.54,XAP,XAP,-1.0,0.0,0
85701,199451,Cash loans,547344.0,19791.0,0.73,0.2,0.32,XAP,XAP,0.0,0.0,Not applicable / Not specified
85887,199661,Cash loans,781920.0,23836.5,0.0,0.66,0.72,SCO,XAP,-1.0,0.0,Not applicable / Not specified
86118,199934,Cash loans,648000.0,18702.0,0.0,0.65,0.77,XAP,Other,0.0,0.0,Not applicable / Not specified
86153,199976,Cash loans,675000.0,34465.5,0.0,0.64,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
86187,200018,Cash loans,900000.0,39645.0,0.0,0.06,0.4,XAP,XAP,0.0,0.0,X
86197,200029,Cash loans,640080.0,31261.5,0.6,0.38,0.0,HC,XAP,0.0,0.0,0
86225,200068,Cash loans,900000.0,46084.5,0.85,0.55,0.5,HC,XAP,0.0,0.0,0
86247,200096,Cash loans,331834.5,16092.0,0.0,0.48,0.71,XAP,XAP,0.0,0.0,X
86426,200302,Cash loans,298512.0,17136.0,0.0,0.68,0.3,XAP,XNA,0.0,0.0,Not applicable / Not specified
86455,200332,Cash loans,625536.0,27684.0,0.31,0.61,0.45,XAP,XAP,0.0,0.0,0
86539,200428,Cash loans,450000.0,22860.0,0.77,0.37,0.79,0,0,-1.0,0.0,Not applicable / Not specified
86826,200775,Cash loans,145557.0,11799.0,0.0,0.19,0.43,XAP,XAP,0.0,0.0,X
86863,200816,Cash loans,904500.0,50634.0,0.28,0.37,0.08,XAP,XAP,0.0,0.0,Not applicable / Not specified
86968,200941,Cash loans,294322.5,17023.5,0.0,0.67,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
87025,201002,Cash loans,898326.0,34938.0,0.0,0.31,0.0,XAP,XAP,0.0,0.0,0
87078,201063,Cash loans,245268.0,16519.5,0.0,0.67,0.0,XAP,XAP,0.0,0.0,0
87111,201103,Cash loans,985500.0,28813.5,0.64,0.57,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
87199,201202,Revolving loans,405000.0,20250.0,0.42,0.64,0.28,XAP,XAP,0.0,0.0,Not applicable / Not specified
87228,201235,Cash loans,364896.0,18760.5,0.0,0.57,0.56,XAP,XAP,0.0,0.0,X
87247,201258,Cash loans,253737.0,27454.5,0.54,0.16,0.49,XAP,XNA,0.0,0.0,C
87328,201354,Revolving loans,337500.0,16875.0,0.9,0.19,0.49,XAP,XAP,0.0,0.0,Not applicable / Not specified
87338,201366,Cash loans,297130.5,15300.0,0.0,0.29,0.75,XAP,XAP,0.0,0.0,0
87477,201530,Cash loans,835380.0,35523.0,0.0,0.25,0.66,XAP,XNA,0.0,0.0,Not applicable / Not specified
87493,201550,Cash loans,1006920.0,40063.5,0.56,0.56,0.75,XAP,XAP,0.0,0.0,Not applicable / Not specified
87513,201576,Cash loans,521280.0,22509.0,0.34,0.57,0.0,XAP,XAP,0.0,0.0,0
87720,201823,Cash loans,781920.0,25969.5,0.82,0.57,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
87786,201900,Cash loans,315000.0,21307.5,0.28,0.34,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
87830,201957,Cash loans,1125000.0,33025.5,0.22,0.7,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
87911,202053,Cash loans,562491.0,26194.5,0.0,0.58,0.45,XAP,XAP,0.0,0.0,Not applicable / Not specified
88175,202364,Cash loans,328405.5,15930.0,0.0,0.61,0.79,XAP,XNA,0.0,0.0,0
88254,202459,Cash loans,512064.0,19431.0,0.0,0.53,0.78,XAP,XAP,0.0,0.0,Not applicable / Not specified
88256,202462,Cash loans,254700.0,14751.0,0.0,0.2,0.5,XAP,XNA,0.0,0.0,0
88292,202506,Cash loans,656361.0,33642.0,0.0,0.59,0.79,XAP,XNA,0.0,0.0,C
88310,202531,Revolving loans,247500.0,12375.0,0.9,0.72,0.0,XAP,XAP,0.0,0.0,0
88324,202545,Cash loans,1941507.0,62010.0,0.0,0.8,0.0,XAP,XNA,0.0,0.0,0
88333,202556,Cash loans,454500.0,18022.5,0.0,0.19,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
88339,202563,Cash loans,225459.0,22090.5,0.8,0.8,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
88399,202631,Cash loans,555273.0,16366.5,0.0,0.66,0.41,XAP,XAP,2451.645,0.0,Not applicable / Not specified
88405,202637,Cash loans,1552221.0,48870.0,0.0,0.57,0.55,XAP,XNA,0.0,0.0,Not applicable / Not specified
88946,203271,Revolving loans,720000.0,36000.0,0.71,0.61,0.54,XAP,XNA,0.0,0.0,Not applicable / Not specified
88948,203273,Cash loans,454500.0,44406.0,0.54,0.57,0.73,XAP,XNA,0.0,0.0,Not applicable / Not specified
89057,203404,Cash loans,180000.0,11502.0,0.25,0.13,0.51,XAP,XAP,0.0,0.0,C
89359,203744,Cash loans,769500.0,44991.0,0.0,0.63,0.71,XAP,XAP,0.0,0.0,0
89530,203943,Cash loans,508495.5,21541.5,0.0,0.37,0.56,XAP,XAP,-1.0,0.0,Not applicable / Not specified
89585,204006,Cash loans,1312110.0,55593.0,0.0,0.47,0.78,XAP,XAP,0.0,0.0,Not applicable / Not specified
89654,204091,Cash loans,1325475.0,56290.5,0.72,0.79,0.45,0,0,-1.0,0.0,C
89684,204125,Cash loans,538704.0,23859.0,0.0,0.74,0.59,XAP,XAP,0.0,0.0,0
89712,204157,Cash loans,89019.0,8163.0,0.0,0.74,0.34,XAP,XAP,0.0,0.0,Not applicable / Not specified
89755,204211,Revolving loans,405000.0,20250.0,0.0,0.59,0.61,XAP,XNA,0.0,0.0,Not applicable / Not specified
89776,204243,Cash loans,612000.0,44662.5,0.0,0.54,0.04,SCO,XAP,0.0,0.0,0
90194,204715,Cash loans,1155226.5,37395.0,0.0,0.32,0.52,XAP,XNA,0.0,0.0,Not applicable / Not specified
90440,204997,Cash loans,563787.0,51840.0,0.45,0.62,0.0,HC,XNA,0.0,0.0,0
90443,205001,Revolving loans,202500.0,10125.0,0.0,0.55,0.79,XAP,XAP,0.0,0.0,Not applicable / Not specified
90552,205130,Cash loans,755190.0,38686.5,0.0,0.75,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
90752,205372,Cash loans,1255680.0,41499.0,0.0,0.64,0.34,XAP,XAP,0.0,0.0,Not applicable / Not specified
90796,205420,Cash loans,1886850.0,52015.5,0.51,0.57,0.52,XAP,XAP,0.0,0.0,Not applicable / Not specified
90826,205453,Cash loans,269550.0,21739.5,0.35,0.58,0.19,HC,XAP,0.0,0.0,Not applicable / Not specified
90844,205474,Cash loans,202500.0,7762.5,0.0,0.53,0.0,XAP,XNA,0.0,0.0,Not applicable / Not specified
90894,205532,Cash loans,521280.0,31630.5,0.0,0.09,0.0,XAP,XAP,0.0,0.0,0
90980,205649,Cash loans,808650.0,26217.0,0.0,0.63,0.0,HC,XAP,0.0,0.0,0
91041,205718,Cash loans,94500.0,10156.5,0.34,0.34,0.3,XAP,XAP,0.0,0.0,Not applicable / Not specified
91305,206036,Cash loans,229500.0,12811.5,0.0,0.72,0.69,XAP,XAP,0.0,0.0,Not applicable / Not specified
91557,206323,Cash loans,1078200.0,34911.0,0.0,0.71,0.64,HC,XNA,0.0,0.0,Not applicable / Not specified
91688,206476,Cash loans,454500.0,19386.0,0.0,0.57,0.49,XAP,XAP,0.0,0.0,X
91817,206619,Cash loans,450000.0,20979.0,0.24,0.37,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
91919,206745,Cash loans,178290.0,11736.0,0.0,0.05,0.33,XAP,XAP,0.0,0.0,Not applicable / Not specified
92009,206848,Cash loans,622413.0,27544.5,0.54,0.3,0.65,XAP,XAP,1309.5,0.0,C
92010,206849,Cash loans,1185120.0,46120.5,0.76,0.23,0.64,HC,XAP,0.0,0.0,Not applicable / Not specified
92013,206852,Cash loans,891072.0,37881.0,0.0,0.32,0.51,XAP,XNA,0.0,184.5,C
92056,206896,Cash loans,490495.5,35820.0,0.5,0.45,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
92232,207098,Cash loans,1125000.0,36423.0,0.54,0.65,0.12,LIMIT,Other,0.0,0.0,Not applicable / Not specified
92274,207145,Cash loans,152820.0,16344.0,0.15,0.4,0.25,XAP,XAP,0.0,0.0,Not applicable / Not specified
92400,207292,Revolving loans,202500.0,10125.0,0.21,0.39,0.62,LIMIT,XAP,22173.75,0.0,Not applicable / Not specified
92510,207421,Cash loans,417024.0,27094.5,0.74,0.56,0.86,0,0,0.0,0.0,C
92593,207519,Revolving loans,315000.0,15750.0,0.0,0.45,0.54,XAP,XAP,0.0,0.0,Not applicable / Not specified
93058,208058,Revolving loans,450000.0,22500.0,0.79,0.67,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
93073,208074,Cash loans,571446.0,18562.5,0.37,0.43,0.39,XAP,XNA,0.0,0.0,0
93082,208083,Cash loans,825673.5,32872.5,0.85,0.45,0.81,XAP,XNA,0.0,0.0,Not applicable / Not specified
93572,208659,Cash loans,90000.0,8545.5,0.0,0.43,0.37,XAP,XAP,0.0,0.0,Not applicable / Not specified
93593,208684,Cash loans,1092519.0,32071.5,0.0,0.63,0.41,XAP,XAP,0.0,0.0,Not applicable / Not specified
93617,208712,Revolving loans,180000.0,9000.0,0.0,0.54,0.04,XAP,XAP,0.0,0.0,Not applicable / Not specified
93647,208745,Cash loans,840951.0,35761.5,0.0,0.48,0.8,XAP,XAP,0.0,0.0,C
93811,208931,Cash loans,728460.0,40806.0,0.0,0.52,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
94012,209173,Cash loans,500211.0,46417.5,0.88,0.76,0.64,0,0,0.0,0.0,Not applicable / Not specified
94241,209429,Cash loans,473760.0,51021.0,0.0,0.37,0.25,XAP,XAP,0.0,0.0,Not applicable / Not specified
94367,209571,Cash loans,152820.0,16177.5,0.0,0.2,0.0,XAP,XNA,0.0,0.0,C
94461,209677,Cash loans,2013840.0,53253.0,0.0,0.16,0.74,XAP,XNA,-1.0,9540.0,C
94489,209711,Cash loans,269550.0,12001.5,0.0,0.72,0.37,XAP,XAP,0.0,0.0,0
94513,209743,Cash loans,675000.0,28377.0,0.64,0.74,0.0,XAP,XAP,0.0,0.0,0
94686,209945,Cash loans,675000.0,21775.5,0.48,0.5,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
94891,210186,Cash loans,332946.0,13689.0,0.0,0.09,0.0,0,0,0.0,0.0,0
94937,210240,Cash loans,1635120.0,56965.5,0.41,0.47,0.72,SCO,XAP,7055.775,18.0,C
94945,210250,Cash loans,942300.0,34749.0,0.51,0.6,0.59,VERIF,XAP,0.0,0.0,Not applicable / Not specified
95072,210388,Cash loans,137538.0,16452.0,0.0,0.57,0.24,XAP,XAP,0.0,0.0,Not applicable / Not specified
95199,210530,Cash loans,824823.0,29353.5,0.55,0.71,0.53,XAP,XAP,-1.0,0.0,Not applicable / Not specified
95360,210714,Cash loans,1288350.0,34114.5,0.21,0.77,0.0,0,0,0.0,0.0,Not applicable / Not specified
95417,210785,Cash loans,80865.0,5436.0,0.0,0.69,0.0,XAP,XAP,0.0,0.0,0
95418,210786,Cash loans,544491.0,15916.5,0.0,0.66,0.47,XNA,XAP,17366.085,0.0,Not applicable / Not specified
95423,210793,Cash loans,258709.5,27990.0,0.53,0.65,0.22,XAP,XAP,0.0,0.0,X
95487,210865,Revolving loans,337500.0,16875.0,0.73,0.59,0.74,XAP,XAP,0.0,0.0,Not applicable / Not specified
95674,211068,Revolving loans,180000.0,9000.0,0.07,0.34,0.06,XAP,XAP,0.0,0.0,Not applicable / Not specified
95712,211113,Cash loans,621621.0,49243.5,0.66,0.48,0.3,HC,XAP,0.0,0.0,C
95979,211431,Cash loans,239850.0,25447.5,0.48,0.68,0.53,XAP,XAP,0.0,0.0,Not applicable / Not specified
96063,211525,Revolving loans,495000.0,24750.0,0.0,0.56,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
96101,211575,Cash loans,901813.5,29934.0,0.0,0.66,0.34,XAP,XNA,0.0,0.0,Not applicable / Not specified
96114,211590,Cash loans,270000.0,25375.5,0.0,0.18,0.58,HC,Education,0.0,0.0,Not applicable / Not specified
96657,212209,Cash loans,1102500.0,32364.0,0.75,0.62,0.0,XAP,XAP,0.0,0.0,0
96666,212218,Cash loans,755190.0,35122.5,0.0,0.25,0.54,XAP,XNA,0.0,0.0,Not applicable / Not specified
96713,212270,Cash loans,640080.0,29970.0,0.61,0.7,0.0,XAP,XAP,-1.0,0.0,Not applicable / Not specified
96721,212279,Cash loans,1800000.0,47614.5,0.0,0.15,0.76,XAP,XNA,0.0,0.0,Not applicable / Not specified
96723,212281,Cash loans,675000.0,28728.0,0.0,0.72,0.35,XAP,XNA,0.0,0.0,X
96735,212299,Cash loans,1042560.0,66757.5,0.0,0.59,0.57,XAP,XAP,17460.0,0.0,C
96849,212429,Cash loans,539100.0,27522.0,0.0,0.15,0.72,XAP,XAP,0.0,0.0,X
96925,212515,Cash loans,508495.5,20164.5,0.0,0.56,0.59,XAP,Journey,0.0,0.0,X
96976,212570,Cash loans,332842.5,16317.0,0.0,0.28,0.48,XAP,XNA,0.0,0.0,Not applicable / Not specified
97038,212639,Cash loans,733315.5,39069.0,0.0,0.67,0.0,XAP,XAP,0.0,0.0,0
97062,212672,Cash loans,427450.5,16411.5,0.87,0.64,0.46,0,0,0.0,0.0,Not applicable / Not specified
97267,212920,Revolving loans,495000.0,24750.0,0.37,0.55,0.79,XAP,XNA,0.0,0.0,Not applicable / Not specified
97561,213278,Cash loans,296280.0,14382.0,0.0,0.73,0.77,XAP,XAP,0.0,0.0,C
97661,213398,Cash loans,1305000.0,38155.5,0.25,0.58,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
97701,213442,Cash loans,1242000.0,44131.5,0.53,0.5,0.6,XAP,XAP,0.0,0.0,Not applicable / Not specified
97747,213496,Cash loans,592560.0,26230.5,0.65,0.5,0.43,HC,XAP,0.0,0.0,0
98036,213823,Cash loans,225000.0,12694.5,0.83,0.55,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
98153,213960,Cash loans,127350.0,12726.0,0.62,0.49,0.74,XAP,XAP,0.0,0.0,Not applicable / Not specified
98178,213990,Revolving loans,630000.0,31500.0,0.0,0.33,0.7,0,0,0.0,0.0,Not applicable / Not specified
98207,214025,Cash loans,277969.5,15957.0,0.0,0.46,0.28,XAP,XAP,0.0,0.0,Not applicable / Not specified
98208,214026,Cash loans,123993.0,6723.0,0.0,0.55,0.76,XAP,XNA,0.0,0.0,Not applicable / Not specified
98283,214110,Cash loans,1470330.0,54616.5,0.68,0.39,0.51,0,0,10170.0,0.0,Not applicable / Not specified
98336,214168,Cash loans,1546020.0,42511.5,0.0,0.46,0.86,XAP,XAP,0.0,0.0,C
99012,214961,Cash loans,225000.0,15660.0,0.0,0.67,0.6,XAP,XAP,0.0,0.0,0
99147,215115,Cash loans,225000.0,23184.0,0.0,0.44,0.0,XAP,XNA,0.0,0.0,0
99214,215192,Cash loans,687600.0,18265.5,0.0,0.28,0.75,XAP,XNA,0.0,0.0,Not applicable / Not specified
99362,215363,Cash loans,518562.0,25078.5,0.0,0.79,0.19,XAP,XAP,0.0,0.0,C
99368,215371,Cash loans,1067418.0,37948.5,0.63,0.21,0.62,XAP,XNA,0.0,0.0,Not applicable / Not specified
99385,215389,Cash loans,1260000.0,36841.5,0.0,0.66,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
99477,215489,Cash loans,701730.0,68490.0,0.0,0.62,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
99528,215549,Cash loans,948582.0,27864.0,0.6,0.34,0.73,XAP,XAP,0.0,0.0,Not applicable / Not specified
99534,215557,Cash loans,541323.0,29493.0,0.12,0.25,0.12,XAP,XAP,0.0,0.0,C
99714,215761,Cash loans,971280.0,51876.0,0.0,0.75,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
99780,215835,Cash loans,254700.0,17019.0,0.0,0.63,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
99906,215988,Cash loans,101880.0,11101.5,0.78,0.73,0.39,XAP,XAP,0.0,0.0,Not applicable / Not specified
100014,216106,Revolving loans,270000.0,13500.0,0.0,0.34,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
100093,216200,Cash loans,1185282.0,34785.0,0.0,0.75,0.63,XAP,XAP,0.0,0.0,Not applicable / Not specified
100156,216268,Cash loans,291384.0,20277.0,0.0,0.68,0.37,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
100211,216331,Cash loans,411813.0,27985.5,0.83,0.6,0.26,HC,XNA,0.0,0.0,Not applicable / Not specified
100389,216541,Cash loans,497520.0,52371.0,0.0,0.71,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
100478,216648,Revolving loans,180000.0,9000.0,0.0,0.62,0.59,XAP,XAP,0.0,0.0,Not applicable / Not specified
100553,216739,Revolving loans,1012500.0,50625.0,0.0,0.59,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
100561,216750,Cash loans,526491.0,29529.0,0.28,0.41,0.73,XAP,XNA,8391.375,0.0,Not applicable / Not specified
100865,217110,Cash loans,1762110.0,48586.5,0.81,0.75,0.67,XAP,XNA,0.0,0.0,Not applicable / Not specified
100893,217145,Cash loans,508495.5,24462.0,0.0,0.11,0.34,XAP,XAP,0.0,0.0,X
100935,217196,Cash loans,270000.0,13846.5,0.0,0.1,0.0,XAP,XAP,0.0,0.0,0
101290,217597,Revolving loans,270000.0,13500.0,0.65,0.43,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
101311,217620,Cash loans,334152.0,18256.5,0.0,0.21,0.0,HC,Business development,0.0,0.0,0
101379,217698,Cash loans,679500.0,19998.0,0.5,0.76,0.71,XAP,XAP,0.0,0.0,Not applicable / Not specified
101422,217748,Cash loans,135000.0,13482.0,0.0,0.61,0.63,XAP,XNA,0.0,0.0,Not applicable / Not specified
101423,217750,Cash loans,1668096.0,58113.0,0.72,0.8,0.54,XAP,XNA,0.0,0.0,X
101430,217757,Cash loans,1006920.0,46791.0,0.5,0.49,0.75,XAP,XAP,0.0,0.0,C
101468,217811,Cash loans,152820.0,16587.0,0.0,0.27,0.67,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
101803,218194,Revolving loans,180000.0,9000.0,0.52,0.29,0.34,XAP,XAP,0.0,0.0,Not applicable / Not specified
101812,218205,Cash loans,938304.0,31140.0,0.0,0.75,0.4,XAP,XNA,0.0,0.0,X
101831,218226,Revolving loans,247500.0,12375.0,0.0,0.3,0.47,XAP,XAP,0.0,0.0,Not applicable / Not specified
102051,218477,Cash loans,550980.0,43659.0,0.0,0.52,0.19,XAP,XAP,0.0,0.0,0
102072,218499,Cash loans,288873.0,14805.0,0.0,0.66,0.62,0,0,0.0,0.0,Not applicable / Not specified
102125,218559,Cash loans,2085120.0,72607.5,0.54,0.79,0.61,XAP,XNA,-1.0,0.0,C
102159,218596,Cash loans,604683.0,37125.0,0.0,0.64,0.75,XAP,XNA,0.0,0.0,C
102242,218696,Cash loans,959598.0,28188.0,0.0,0.74,0.55,XAP,XNA,0.0,0.0,Not applicable / Not specified
